Codice,Autore,Titolo,Editore,Anno,Luogo,Pagine,Classificazione
L888,Lannutti E. Alterio T. Fracasso F.,I Conquistatori,,,,0,Saggi
L889,"F. Fracassi, T. Alterio",Colpo si Stato,,,,0,Saggi
L890,Tiziana Alterio,La Guerra Silenziosa,,,,0,Saggi
L891,Lia Tagliacozzo,La generazione del deserto,MANNI,2020,,0,Romanzo
L892,Papa Francesco,Ritorniamo a sognare,PIEMME,2020,,0,Religione
L893,Roberto Calasso,Come ordinare una biblioteca,Adelphi,,,0,Saggi
L894,Victor Hugo,Notre-Dame de Paris,Feltrinelli,,,0,Romanzo
L895,Gaetano Salvemini,Mussolini diplomatico,Donzelli Editore,,,0,Saggi
L896,Umberto Galimberti,I miti del nostri tempo,Feltrinelli,,,0,Saggi
L897,Umberto Galimberti,L'ospite inquietante,Feltrinelli,,,0,Saggi
L898,Victor Hugo,I Miserabili Vol. 1,Einaudi,,,0,Romanzo
L899,Victor Hugo,I Miserabili Vol. 2,Einaudi,,,0,Romanzo
L900,Friederich A. von Hayek,Liberalismo,Rubbettino,,,0,Saggi
L901,Maurizio De Giovanni,Rondini d'Inverno,Einaudi,,,0,Romanzo
L902,Maurizio De Giovanni,Il purgatorio dell'angelo,Einaudi,,,0,Romanzo
L903,Benjamin Labatut,Quando abbiamo smesso di capire il mondo,Adelphi,2021,,0,Saggi
L904,Alessandro Barbero,Dante,Laterza,2020,,0,Storia
L905,Dante Alighieri,Vita Nuova,Garzanti,,,0,Letteratura
L906,Eric Lomax,The Railway Man,Vintage Books,,London,0,Romanzo
L907,Dante Alighieri,La Divina Commedia,Hoepli,2021,,0,Letteratura
L908,Alessandro Barbero,Alabama,Sellerio,2021,,0,Romanzo
L909,Andrea Camilleri,La Pensione Eva,Sellerio,,,0,Romanzo
